Root,Serial,Word,Guideword,Level,part_of_speech,Topic
0543,01-0543-02-1,below,POSITION,A1,adverb,describing things
0553,01-0553-01-1,best,BETTER THAN ALL,A1,adjective,describing things
0553,01-0553-02-2,best,MOST,A1,adverb,-
0557,01-0557-01-1,better,HIGHER STANDARD,A1,adjective,describing things
0557,01-0557-01-2,better,HEALTHY,A1,adjective,body and health
0558,01-0558-10-1,between,SPACE,A1,preposition,describing things
0558,01-0558-10-2,between,TIME,A1,preposition,-
0558,01-0558-10-3,between,INVOLVE,A1,preposition,shopping
0565,01-0565-01-1,big,SIZE,A1,adjective,describing things
0576,01-0576-08-1,bird,-,A1,noun,animals
0578,01-0578-08-1,birthday,-,A1,noun,relationships
0579,01-0579-08-1,biscuit,-,A1,noun,food and drink
0584,01-0584-01-1,black,COLOUR,A1,adjective,describing things
0606,01-0606-01-1,blue,COLOUR,A1,adjective,describing things
0609,01-0609-08-1,board,CLASSROOM,A1,noun,"education, buildings"
0612,01-0612-08-1,boat,FOR TRAVEL ON WATER,A1,noun,travel
0613,01-0613-08-1,body,PERSON,A1,noun,body and health
0625,01-0625-08-1,book,FOR READING,A1,noun,arts and media
0635,01-0635-01-1,bored,-,A1,adjective,people: personality
0636,01-0636-01-1,boring,-,A1,adjective,people: personality
0640,01-0640-05-1,both,-,A1,determiner,-
0644,01-0644-08-1,bottom,LOWEST PART,A1,noun,describing things
0650,01-0650-08-1,box,CONTAINER,A1,noun,shopping
0652,01-0652-08-1,boy,-,A1,noun,people: appearance
0666,01-0666-08-1,bread,-,A1,noun,food and drink
0670,01-0670-08-1,breakfast,-,A1,noun,food and drink
0700,01-0700-08-1,brother,-,A1,noun,relationships
0702,01-0702-01-1,brown,-,A1,adjective,describing things
0736,01-0736-08-1,bus,-,A1,noun,travel
0740,01-0740-08-1,business,SELLING,A1,noun,shopping
0744,01-0744-04-1,but,DIFFERENT STATEMENT,A1,conjunction,communication
0746,01-0746-08-1,butter,-,A1,noun,food and drink
0749,01-0749-12-1,buy,-,A1,verb,"money, shopping"
0753,01-0753-06-1,bye,-,A1,exclamation,communication
0759,01-0759-08-1,caf茅,-,A1,noun,food and drink
0761,01-0761-08-1,cake,FOOD,A1,noun,food and drink
0771,01-0771-08-1,camera,-,A1,noun,arts and media
0777,01-0777-07-1,can,ABILITY,A1,modal verb,people: actions
0777,01-0777-07-2,can,REQUEST,A1,modal verb,communication
0777,01-0777-07-3,can,POSSIBILITY,A1,modal verb,-
0777,01-0777-07-4,can,OFFER,A1,modal verb,communication
0785,01-0785-07-1,cannot,-,A1,modal verb,-
0797,01-0797-08-1,car,-,A1,noun,travel
0820,01-0820-12-1,carry,HOLD,A1,verb,people: actions
0832,01-0832-08-1,cat,-,A1,noun,animals
0835,01-0835-12-1,catch,TAKE HOLD,A1,verb,people: actions
0835,01-0835-12-2,catch,TRAVEL,A1,verb,travel
0003,01-0003-08-1,CD,-,A1,noun,technology
0004,01-0004-08-1,CD player,-,A1,noun,technology
0868,01-0868-08-1,chair,-,A1,noun,buildings
0876,01-0876-12-1,change,START SOMETHING NEW,A1,verb,people: actions
0896,01-0896-01-1,cheap,COSTING LITTLE,A1,adjective,"money, shopping"
0908,01-0908-08-1,cheese,-,A1,noun,food and drink
0922,01-0922-08-1,child,-,A1,noun,"people: appearance, relationships"
0930,01-0930-08-1,chip,FRIED FOOD,A1,noun,food and drink
0931,01-0931-08-1,chocolate,FOOD,A1,noun,food and drink
0935,01-0935-12-1,choose,-,A1,verb,people: actions
0941,01-0941-08-1,cinema,BUILDING,A1,noun,"arts and media, buildings"
0949,01-0949-08-1,city,-,A1,noun,-
0959,01-0959-08-1,class,LESSON,A1,noun,education
0959,01-0959-08-2,class,TEACHING GROUP,A1,noun,education
0965,01-0965-08-1,classroom,-,A1,noun,"education, buildings"
0967,01-0967-01-1,clean,NOT DIRTY,A1,adjective,describing things
0967,01-0967-12-2,clean,-,A1,verb,people: actions
0971,01-0971-01-1,clever,ABLE TO LEARN,A1,adjective,people: personality
0984,01-0984-08-1,clock,TIME,A1,noun,-
0985,01-0985-12-1,close,DOOR/WINDOW,A1,verb,people: actions
0985,01-0985-01-2,close,NEAR,A1,adjective,describing things
0986,01-0986-01-1,closed,NOT OPEN,A1,adjective,-
0986,01-0986-01-2,closed,BUSINESS/SHOP,A1,adjective,shopping
0991,01-0991-08-1,clothes,-,A1,noun,clothes
1007,01-1007-08-1,coat,-,A1,noun,clothes
1011,01-1011-08-1,coffee,-,A1,noun,food and drink
1018,01-1018-01-1,cold,TEMPERATURE,A1,adjective,"describing things, natural world"
1031,01-1031-08-1,colour,"RED/BLUE, ETC.",A1,noun,describing things
1031,01-1031-12-2,colour,-,A1,verb,people: actions
1038,01-1038-12-1,come,MOVE TO SPEAKER,A1,verb,people: actions
1038,01-1038-12-2,come,GO WITH SOMEONE,A1,verb,people: actions
1038,01-1038-12-3,come,ARRIVE,A1,verb,"people: actions, travel"
1107,01-1107-08-1,computer,-,A1,noun,technology
1227,01-1227-08-1,conversation,-,A1,noun,communication
1236,01-1236-12-1,cook,-,A1,verb,"food and drink, people: actions"
1279,01-1279-08-1,country,POLITICAL UNIT,A1,noun,"natural world, politics"
1287,01-1287-08-1,course,CLASSES,A1,noun,education
1294,01-1294-08-1,cow,-,A1,noun,animals
1316,01-1316-08-1,credit card,-,A1,noun,"money, shopping"
1332,01-1332-08-1,cross,MARK,A1,noun,communication
1354,01-1354-08-1,cup,DRINKING CONTAINER,A1,noun,food and drink
1384,01-1384-08-1,dad,-,A1,noun,relationships
1391,01-1391-08-1,dance,MOVING,A1,noun,"arts and media, people: actions"
1391,01-1391-12-2,dance,-,A1,verb,"arts and media, people: actions"
1393,01-1393-08-1,dancing,-,A1,noun,"arts and media, people: actions"
1397,01-1397-01-1,dark,NOT PALE,A1,adjective,describing things
1403,01-1403-08-1,date,PARTICULAR DAY,A1,noun,-
1405,01-1405-08-1,daughter,-,A1,noun,relationships
1408,01-1408-08-1,day,24 HOURS,A1,noun,-
1423,01-1423-01-1,dear,IN LETTERS,A1,adjective,communication
0011,01-0011-08-1,December,-,A1,noun,-
1532,01-1532-08-1,desk,-,A1,noun,buildings
1579,01-1579-08-1,dictionary,-,A1,noun,education
1580,01-1580-12-1,die,STOP LIVING,A1,verb,-
1585,01-1585-01-1,different,NOT SAME,A1,adjective,describing things
1588,01-1588-01-1,difficult,NOT EASY,A1,adjective,-
1602,01-1602-08-1,dinner,-,A1,noun,food and drink
1601,01-1601-08-1,dining room,-,A1,noun,buildings
1721,01-1721-03-1,do,QUESTIONS/NEGATIVES,A1,auxiliary verb,-
1721,01-1721-12-2,do,ACTION,A1,verb,people: actions
1721,01-1721-12-3,do,STUDY,A1,verb,education
1723,01-1723-08-1,doctor,-,A1,noun,"body and health, work"
1726,01-1726-08-1,dog,-,A1,noun,animals
1727,01-1727-08-1,doll,-,A1,noun,shopping
1728,01-1728-08-1,dollar,-,A1,noun,money
1741,01-1741-08-1,door,-,A1,noun,buildings
1748,01-1748-02-1,down,SURFACE,A1,adverb,describing things
1766,01-1766-12-1,draw,PICTURE,A1,verb,"arts and media, people: actions"
1773,01-1773-08-1,dress,-,A1,noun,clothes
1776,01-1776-08-1,drink,LIQUID,A1,noun,food and drink
1776,01-1776-12-2,drink,LIQUID,A1,verb,"food and drink, people: actions"
1777,01-1777-12-1,drive,USE VEHICLE,A1,verb,"people: actions, travel"
1778,01-1778-08-1,driver,-,A1,noun,"travel, work"
0010,01-0010-08-1,DVD,-,A1,noun,technology
1803,01-1803-11-1,each,-,A1,pronoun,-
1803,01-1803-05-2,each,-,A1,determiner,-
1808,01-1808-08-1,ear,ON HEAD,A1,noun,body and health
1810,01-1810-02-1,early,BEGINNING,A1,adverb,-
1820,01-1820-01-1,easy,-,A1,adjective,-
1822,01-1822-12-1,eat,SWALLOW FOOD,A1,verb,"food and drink, people: actions"
1822,01-1822-12-2,eat,HAVE MEAL,A1,verb,"food and drink, people: actions"
1850,01-1850-08-1,egg,FOOD,A1,noun,food and drink
1851,01-1851-09-1,eight,-,A1,number,-
1852,01-1852-09-1,eighteen,-,A1,number,-
1876,01-1876-09-1,eleven,-,A1,number,-
1884,01-1884-08-1,email,SYSTEM,A1,noun,"communication, technology"
1884,01-1884-08-2,email,MESSAGE,A1,noun,"communication, technology"
1917,01-1917-08-1,end,FINAL PART,A1,noun,-
1936,01-1936-12-1,enjoy,PLEASURE,A1,verb,people: personality
2002,01-2002-08-1,evening,-,A1,noun,-
2008,01-2008-05-1,every,EACH,A1,determiner,describing things
2008,01-2008-05-2,every,HOW OFTEN,A1,determiner,-
2027,01-2027-08-1,example,TYPICAL CASE,A1,noun,-
2039,01-2039-01-1,excited,-,A1,adjective,people: personality
2042,01-2042-01-1,exciting,-,A1,adjective,people: personality
2075,01-2075-01-1,expensive,-,A1,adjective,"money, shopping"
2116,01-2116-08-1,eye,BODY PART,A1,noun,body and health
2123,01-2123-08-1,face,HEAD,A1,noun,body and health
2132,01-2132-08-1,factory,-,A1,noun,"buildings, work"
2147,01-2147-08-1,family,RELATED PEOPLE,A1,noun,relationships
2149,01-2149-01-1,famous,-,A1,adjective,people: personality
2159,01-2159-08-1,farm,-,A1,noun,buildings
2168,01-2168-01-1,fast,-,A1,adjective,-
2171,01-2171-01-1,fat,-,A1,adjective,people: appearance
2174,01-2174-08-1,father,-,A1,noun,relationships
2182,01-2182-01-1,favourite,-,A1,adjective,people: personality
0013,01-0013-08-1,February,-,A1,noun,-
2197,01-2197-12-1,feel,EXPERIENCE,A1,verb,"body and health, people: personality"
2214,01-2214-09-1,fifteen,-,A1,number,-
2222,01-2222-08-1,film,MOVING PICTURES,A1,noun,arts and media
2231,01-2231-12-1,find,DISCOVER WHEN SEARCHING,A1,verb,people: actions
2232,01-2232-01-1,fine,WELL,A1,adjective,body and health
2236,01-2236-12-1,finish,END,A1,verb,-
2236,01-2236-12-2,finish,COMPLETE,A1,verb,people: actions
2246,01-2246-01-1,first,BEFORE,A1,adjective,-
2246,01-2246-02-2,first,BEFORE,A1,adverb,-
2251,01-2251-08-1,fish,ANIMAL,A1,noun,animals
2251,01-2251-08-2,fish,FOOD,A1,noun,food and drink
2257,01-2257-09-1,five,-,A1,number,-
2265,01-2265-08-1,flat,-,A1,noun,buildings
2279,01-2279-08-1,floor,SURFACE,A1,noun,buildings
2284,01-2284-08-1,flower,-,A1,noun,natural world
2292,01-2292-12-1,fly,TRAVEL,A1,verb,travel
2303,01-2303-08-1,food,-,A1,noun,food and drink
2307,01-2307-08-1,foot,BODY PART,A1,noun,body and health
2308,01-2308-08-1,football,GAME,A1,noun,shopping
2308,01-2308-08-2,football,BALL,A1,noun,shopping
2311,01-2311-10-1,for,GIVEN/USED,A1,preposition,-
2311,01-2311-10-2,for,TIME/DISTANCE,A1,preposition,-
2351,01-2351-09-1,four,-,A1,number,-
2352,01-2352-09-1,fourteen,-,A1,number,-
0014,01-0014-08-1,Friday,-,A1,noun,-
2379,01-2379-08-1,friend,PERSON YOU LIKE,A1,noun,relationships
2389,01-2389-10-1,from,ORIGIN,A1,preposition,describing things
2389,01-2389-10-2,from,STARTING PLACE,A1,preposition,describing things
2389,01-2389-10-3,from,TIME,A1,preposition,-
2389,01-2389-10-4,from,DISTANCE,A1,preposition,-
2395,01-2395-08-1,fruit,FOOD,A1,noun,food and drink
2410,01-2410-08-1,fun,PLEASURE,A1,noun,people: personality
2418,01-2418-01-1,funny,MAKING YOU LAUGH,A1,adjective,people: personality
2436,01-2436-08-1,game,ACTIVITY/SPORT,A1,noun,shopping
2440,01-2440-08-1,garden,BY HOUSE,A1,noun,buildings
2478,01-2478-12-1,get,OBTAIN,A1,verb,"people: actions, shopping"
2478,01-2478-12-2,get,RECEIVE,A1,verb,-
2485,01-2485-08-1,girl,FEMALE CHILD,A1,noun,people: appearance
2487,01-2487-12-1,give,PROVIDE,A1,verb,people: actions
2492,01-2492-08-1,glass,SUBSTANCE,A1,noun,describing things
2492,01-2492-08-2,glass,CONTAINER,A1,noun,food and drink
2493,01-2493-08-1,glasses,-,A1,noun,clothes
2503,01-2503-12-1,go,MOVE/TRAVEL,A1,verb,travel
2503,01-2503-12-2,go,DO SOMETHING,A1,verb,travel
2511,01-2511-01-1,good,HIGH QUALITY,A1,adjective,describing things
2511,01-2511-01-2,good,PLEASANT,A1,adjective,describing things
2511,01-2511-01-3,good,HEALTHY,A1,adjective,body and health
2511,01-2511-01-4,good,PLEASED,A1,adjective,communication
2511,01-2511-01-5,good,KIND,A1,adjective,people: personality
2511,01-2511-01-6,good,SUCCESSFUL,A1,adjective,-
2512,01-2512-06-1,good afternoon,-,A1,exclamation,communication
2517,01-2517-06-1,goodbye,-,A1,exclamation,communication
2513,01-2513-06-1,good evening,-,A1,exclamation,communication
2514,01-2514-06-1,good morning,-,A1,exclamation,communication
2515,01-2515-06-1,good night,-,A1,exclamation,communication
2551,01-2551-08-1,grass,-,A1,noun,natural world
2554,01-2554-01-1,great,EXCELLENT,A1,adjective,describing things
2559,01-2559-01-1,green,COLOUR,A1,adjective,describing things
2562,01-2562-01-1,grey,COLOUR,A1,adjective,describing things
2575,01-2575-08-1,group,MUSIC,A1,noun,arts and media
2575,01-2575-08-2,group,SET,A1,noun,-
2591,01-2591-08-1,guitar,-,A1,noun,arts and media
2604,01-2604-08-1,hair,ON HEAD,A1,noun,people: appearance
2613,01-2613-08-1,hand,BODY PART,A1,noun,body and health
2627,01-2627-01-1,happy,PLEASED,A1,adjective,people: personality
2630,01-2630-01-1,hard,DIFFICULT,A1,adjective,-
2630,01-2630-02-2,hard,USING EFFORT,A1,adverb,-
2643,01-2643-08-1,hat,-,A1,noun,clothes
2648,01-2648-12-1,have,POSSESS,A1,verb,-
2648,01-2648-12-2,have,BE ILL,A1,verb,body and health
2648,01-2648-12-3,have,EAT/DRINK,A1,verb,food and drink
2651,01-2651-11-1,he,-,A1,pronoun,-
2652,01-2652-08-1,head,BODY,A1,noun,body and health
2663,01-2663-12-1,hear,RECEIVE SOUND,A1,verb,people: actions
2680,01-2680-06-1,hello,GREETING,A1,exclamation,communication
2680,01-2680-06-2,hello,ON PHONE,A1,exclamation,communication
2682,01-2682-12-1,help,DO PART OF WORK,A1,verb,people: actions
2687,01-2687-11-1,her,-,A1,pronoun,-
2687,01-2687-05-2,her,-,A1,determiner,-
2689,01-2689-02-1,here,THIS PLACE,A1,adverb,-
2689,01-2689-02-2,here,ON THE PHONE,A1,adverb,communication
2698,01-2698-06-1,hi,-,A1,exclamation,communication
2711,01-2711-11-1,him,-,A1,pronoun,-
2718,01-2718-05-1,his,-,A1,determiner,-
2730,01-2730-08-1,holiday,NO WORK/SCHOOL,A1,noun,work
2730,01-2730-08-2,holiday,VISIT,A1,noun,travel
2733,01-2733-08-1,home,-,A1,noun,buildings
2736,01-2736-08-1,homework,-,A1,noun,education
2759,01-2759-08-1,horse,-,A1,noun,animals
2761,01-2761-08-1,hospital,-,A1,noun,"body and health, buildings"
2768,01-2768-01-1,hot,VERY WARM,A1,adjective,"describing things, natural world"
2769,01-2769-08-1,hotel,-,A1,noun,"buildings, travel"
2770,01-2770-08-1,hour,60 MINUTES,A1,noun,-
2772,01-2772-08-1,house,-,A1,noun,buildings
2777,01-2777-02-1,how,QUANTITY,A1,adverb,-
2795,01-2795-01-1,hungry,-,A1,adjective,food and drink
2800,01-2800-08-1,husband,-,A1,noun,relationships
0016,01-0016-11-1,I,-,A1,pronoun,-
2810,01-2810-08-1,ice cream,-,A1,noun,food and drink
2876,01-2876-01-1,important,VALUABLE,A1,adjective,describing things
2892,01-2892-10-1,in,INSIDE,A1,preposition,describing things
2892,01-2892-10-2,in,DURING,A1,preposition,-
3013,01-3013-10-1,inside,CONTAINER,A1,preposition,describing things
3065,01-3065-01-1,interesting,-,A1,adjective,people: personality
5869,01-5869-08-1,the Internet,-,A1,noun,technology
3085,01-3085-10-1,into,IN,A1,preposition,describing things
3115,01-3115-12-1,invite,SOCIAL,A1,verb,communication
3137,01-3137-11-1,it,THING,A1,pronoun,-
3137,01-3137-11-2,it,SUBJECT/OBJECT,A1,pronoun,-
3141,01-3141-05-1,its,-,A1,determiner,-
3143,01-3143-08-1,jacket,-,A1,noun,clothes
0020,01-0020-08-1,January,-,A1,noun,-
3153,01-3153-08-1,jeans,-,A1,noun,clothes
3157,01-3157-08-1,job,PAID EMPLOYMENT,A1,noun,work
3173,01-3173-08-1,juice,-,A1,noun,food and drink
0021,01-0021-08-1,July,-,A1,noun,-
0022,01-0022-08-1,June,-,A1,noun,-
3195,01-3195-08-1,key,FOR LOCKS,A1,noun,buildings
3197,01-3197-12-1,kick,HIT,A1,verb,people: actions
3206,01-3206-08-1,kind,-,A1,noun,-
3213,01-3213-08-1,kitchen,-,A1,noun,buildings
3219,01-3219-08-1,knife,-,A1,noun,food and drink
3224,01-3224-12-1,know,HAVE INFORMATION,A1,verb,-
3224,01-3224-12-2,know,ASK FOR INFORMATION,A1,verb,communication
3249,01-3249-08-1,language,"ENGLISH/SPANISH/JAPANESE, ETC.",A1,noun,communication
3258,01-3258-01-1,late,AFTER,A1,adjective,-
3258,01-3258-01-2,late,NEAR THE END,A1,adjective,-
3284,01-3284-12-1,learn,GET KNOWLEDGE,A1,verb,education
3289,01-3289-12-1,leave,GO AWAY,A1,verb,"people: actions, travel"
3296,01-3296-08-1,leg,-,A1,noun,body and health
3315,01-3315-08-1,lesson,TEACHING PERIOD,A1,noun,education
3318,01-3318-08-1,letter,MESSAGE,A1,noun,communication
3332,01-3332-08-1,life,TIME,A1,noun,-
3338,01-3338-01-1,light,PALE,A1,adjective,describing things
3343,01-3343-12-1,like,ENJOY,A1,verb,people: personality
3359,01-3359-12-1,listen,HEAR,A1,verb,people: actions
3369,01-3369-01-1,little,SMALL,A1,adjective,describing things
3369,01-3369-01-2,little,YOUNG,A1,adjective,people: appearance
3374,01-3374-08-1,living room,-,A1,noun,buildings
3393,01-3393-01-1,long,TIME,A1,adjective,-
3393,01-3393-01-2,long,DISTANCE,A1,adjective,describing things
3401,01-3401-12-1,look,SEARCH,A1,verb,people: actions
3401,01-3401-12-2,look,SEE,A1,verb,people: actions
3413,01-3413-12-1,love,LIKE SOMETHING,A1,verb,people: personality
3413,01-3413-12-2,love,FRIENDS/FAMILY,A1,verb,"people: personality, relationships"
3413,01-3413-12-3,love,ROMANCE/SEX,A1,verb,"people: personality, relationships"
3426,01-3426-08-1,lunch,-,A1,noun,food and drink
3453,01-3453-12-1,make,PRODUCE,A1,verb,people: actions
3460,01-3460-08-1,man,MALE,A1,noun,people: appearance
3472,01-3472-05-1,many,LARGE NUMBER,A1,determiner,describing things
0024,01-0024-08-1,March,-,A1,noun,-
0025,01-0025-08-1,May,-,A1,noun,-
3509,01-3509-11-1,me,-,A1,pronoun,-
3510,01-3510-08-1,meal,-,A1,noun,food and drink
3518,01-3518-08-1,meat,-,A1,noun,food and drink
3531,01-3531-12-1,meet,COME TOGETHER,A1,verb,people: actions
3531,01-3531-12-2,meet,INTRODUCE,A1,verb,"people: actions, relationships"
3557,01-3557-08-1,message,INFORMATION,A1,noun,communication
3577,01-3577-08-1,milk,-,A1,noun,food and drink
3597,01-3597-08-1,minute,60 SECONDS,A1,noun,-
0026,01-0026-08-1,Miss,-,A1,noun,-
3625,01-3625-08-1,mobile,-,A1,noun,"communication, technology"
3626,01-3626-08-1,mobile phone,-,A1,noun,"communication, technology"
0027,01-0027-08-1,Monday,-,A1,noun,-
3640,01-3640-08-1,money,-,A1,noun,money
3646,01-3646-08-1,month,PART OF YEAR,A1,noun,-
3646,01-3646-08-2,month,FOUR WEEKS,A1,noun,-
3654,01-3654-05-1,more,IN ADDITION,A1,determiner,describing things
3654,01-3654-05-2,more,GREATER AMOUNT,A1,determiner,describing things
3656,01-3656-08-1,morning,PART OF DAY,A1,noun,-
3662,01-3662-08-1,mother,-,A1,noun,relationships
3677,01-3677-08-1,mouth,FACE,A1,noun,body and health
3680,01-3680-08-1,movie,-,A1,noun,arts and media
0029,01-0029-08-1,Mrs,-,A1,noun,-
0028,01-0028-08-1,Mr,-,A1,noun,-
3682,01-3682-05-1,much,QUESTION,A1,determiner,describing things
3689,01-3689-08-1,mum,-,A1,noun,relationships
3697,01-3697-08-1,museum,-,A1,noun,buildings
3699,01-3699-08-1,music,SOUNDS,A1,noun,arts and media
3707,01-3707-05-1,my,-,A1,determiner,-
3716,01-3716-08-1,name,CALL,A1,noun,communication
3727,01-3727-08-1,nationality,-,A1,noun,-
3738,01-3738-10-1,near,DISTANCE,A1,preposition,describing things
3748,01-3748-12-1,need,MUST HAVE,A1,verb,-
3774,01-3774-02-1,never,NOT EVER,A1,adverb,-
3777,01-3777-01-1,new,RECENTLY CREATED,A1,adjective,describing things
3777,01-3777-01-2,new,DIFFERENT,A1,adjective,-
3777,01-3777-01-3,new,NOT KNOWN BEFORE,A1,adjective,-
3781,01-3781-08-1,newspaper,TO READ,A1,noun,arts and media
3786,01-3786-01-1,nice,PLEASANT,A1,adjective,describing things
3786,01-3786-01-2,nice,KIND,A1,adjective,people: personality
3790,01-3790-08-1,night,DARK PERIOD,A1,noun,-
3790,01-3790-08-2,night,EVENING,A1,noun,-
3794,01-3794-09-1,nine,-,A1,number,-
3795,01-3795-09-1,nineteen,-,A1,number,-
3798,01-3798-02-1,no,NEGATIVE ANSWER,A1,adverb,communication
3798,01-3798-05-2,no,NOT ANY,A1,determiner,describing things
3803,01-3803-08-1,noise,-,A1,noun,-
3822,01-3822-08-1,nose,ON FACE,A1,noun,body and health
3827,01-3827-02-1,not,NEGATIVE WORD/S,A1,adverb,-
3827,01-3827-02-2,not,"AFTER BE/CAN, ETC.",A1,adverb,-
3830,01-3830-08-1,note,LETTER,A1,noun,communication
0031,01-0031-08-1,November,-,A1,noun,-
3845,01-3845-02-1,now,AT PRESENT,A1,adverb,-
3850,01-3850-08-1,number,SYMBOL,A1,noun,-
3850,01-3850-08-2,number,TELEPHONE,A1,noun,communication
3850,01-3850-08-3,number,SHOWING SOMETHING,A1,noun,communication
0033,01-0033-08-1,October,-,A1,noun,-
3893,01-3893-10-1,of,BELONG,A1,preposition,-
3893,01-3893-10-2,of,AMOUNT,A1,preposition,describing things
3893,01-3893-10-3,of,CONTAINING,A1,preposition,describing things
3893,01-3893-10-4,of,NUMBER,A1,preposition,describing things
3907,01-3907-02-1,often,REGULARLY,A1,adverb,-
3908,01-3908-06-1,oh,EXPRESS EMOTION,A1,exclamation,communication
3908,01-3908-06-2,oh,NEW IDEA,A1,exclamation,communication
0032,01-0032-06-1,OK,AGREEING,A1,exclamation,communication
0032,01-0032-01-2,OK,"NOT ILL/UPSET, ETC.",A1,adjective,body and health
3910,01-3910-01-1,old,EXISTED MANY YEARS,A1,adjective,people: appearance
3910,01-3910-01-2,old,AGE,A1,adjective,people: appearance
3916,01-3916-10-1,on,DAY/DATE,A1,preposition,-
3916,01-3916-10-2,on,SURFACE,A1,preposition,describing things
3916,01-3916-10-3,on,CONNECTED,A1,preposition,describing things
3918,01-3918-09-1,one,-,A1,number,-
3923,01-3923-02-1,only,NOT MORE,A1,adverb,-
3923,01-3923-01-2,only,-,A1,adjective,-
3925,01-3925-01-1,open,DOING BUSINESS,A1,adjective,"shopping, work"
3925,01-3925-12-2,open,NOT CLOSED,A1,verb,people: actions
3946,01-3946-04-1,or,POSSIBILITIES,A1,conjunction,communication
3948,01-3948-01-1,orange,-,A1,adjective,describing things
3948,01-3948-08-2,orange,FRUIT,A1,noun,food and drink
