Root,Word,Guideword,Level,Part of Speech,Topic
-,from side to side,-,B2,phrase,-
-,side,OPPOSING GROUP,B2,noun,people: personality
-,side,OPINION,B2,noun,-
-,sigh,-,B2,verb,"communication, people: actions"
-,sigh,-,B2,noun,people: actions
-,the sight of sb/sth,-,B2,phrase,-
-,sight,AREA SEEN,B2,noun,-
-,at first sight,-,B2,phrase,-
-,sign,MARK,B2,noun,communication
-,no sign of sb/sth,-,B2,phrase,-
-,signal,ACTION,B2,noun,communication
-,signal,WAVE,B2,noun,technology
-,significantly,-,B2,adverb,-
-,significant,-,B2,adjective,-
-,silence,PERIOD OF TIME,B2,noun,-
-,silent,NO SPEAKING,B2,adjective,work
-,silently,-,B2,adverb,-
-,similarity,-,B2,noun,-
-,simple,IMPORTANT,B2,adjective,-
-,simply,EMPHASIS,B2,adverb,communication
-,simply,ONLY,B2,adverb,-
-,simply,NOT COMPLICATED,B2,adverb,-
-,simultaneously,-,B2,adverb,-
-,since,-,B2,adverb,-
-,single,ONE,B2,adjective,describing things
-,sink,FALL,B2,verb,-
-,Dear Sir ,-,B2,phrase,communication
-,sister-in-law,-,B2,noun,relationships
-,sit,TEST/EXAM,B2,verb,"education, people: actions"
-,(be) in your sixties,-,B2,phrase,people: appearance
-,the sixties,-,B2,phrase,-
-,skeleton,-,B2,noun,body and health
-,skilful,GOOD AT,B2,adjective,people: personality
-,skilled,-,B2,adjective,"people: personality, work"
-,skin,FRUIT,B2,noun,natural world
-,skip,NOT DO,B2,verb,people: actions
-,slam,CLOSE,B2,verb,people: actions
-,"slam sth down/onto/into, etc.",-,B2,phrase,people: actions
-,slap,-,B2,verb,people: actions
-,slash,-,B2,noun,communication
-,slave,-,B2,noun,work
-,"slide (sth) across/down/along, etc.",-,B2,phrase,people: actions
-,slice,-,B2,verb,people: actions
-,slight,-,B2,adjective,communication
-,slightly,-,B2,adverb,communication
-,slope,-,B2,noun,-
-,slow,NOT EXCITING,B2,adjective,-
-,slow (sb/sth) down/up or slow down/up (sb/sth),-,B2,phrasal verb,people: actions
-,slow down,-,B2,phrasal verb,people: actions
-,smash,-,B2,verb,people: actions
-,smell,ABILITY,B2,verb,-
-,smell,ABILITY,B2,noun,body and health
-,smell,UNPLEASANT,B2,noun,-
-,smoker,-,B2,noun,people: actions
-,smoothly,WITHOUT PROBLEMS,B2,adverb,-
-,sneeze,-,B2,verb,"body and health, people: actions"
-,snore,-,B2,verb,people: actions
-,if so,-,B2,phrase,-
-,so as to,-,B2,phrase,-
-,soak,PUT IN LIQUID,B2,verb,people: actions
-,soak up sth or soak sth up,-,B2,phrasal verb,-
-,soaking,-,B2,adjective,-
-,soaked,-,B2,adjective,-
-,sob,-,B2,verb,"people: actions, people: personality"
-,so-called,NOT AS NAMED,B2,adjective,communication
-,so-called,KNOWN AS,B2,adjective,-
-,social,SOCIETY,B2,adjective,-
-,socialize,-,B2,verb,relationships
-,society,ORGANIZATION,B2,noun,-
-,softness,-,B2,noun,describing things
-,soil,-,B2,noun,natural world
-,solar,-,B2,adjective,natural world
-,solid,HARD,B2,adjective,describing things
-,solid,STRONG,B2,adjective,describing things
-,solo,-,B2,adjective,-
-,solo,-,B2,noun,arts and media
-,some,LARGE AMOUNT,B2,determiner,describing things
-,somehow,REASON NOT CLEAR,B2,adverb,-
-,"somewhere around/between, etc.",-,B2,phrase,describing things
-,son-in-law,-,B2,noun,relationships
-,sooner or later,-,B2,phrase,-
-,sophisticated,WITH EXPERIENCE,B2,adjective,people: personality
-,sophisticated,ADVANCED,B2,adjective,technology
-,sorry,SAYING NO,B2,adjective,people: personality
-,sort of,-,B2,phrase,describing things
-,sort,ORDER,B2,verb,people: actions
-,sort out sth or sort sth out,SOLVE PROBLEM,B2,phrasal verb,people: actions
-,sort out sth or sort sth out,TIDY,B2,phrasal verb,people: actions
-,soul,SPIRIT,B2,noun,people: personality
-,soul,PERSON,B2,noun,-
-,"sound angry/happy/rude, etc.",-,B2,phrase,people: personality
-,soundtrack,-,B2,noun,arts and media
-,source,COME FROM,B2,noun,-
-,space,AREA AROUND,B2,noun,-
-,sparkling,SHINING,B2,adjective,-
-,speak,IN PUBLIC,B2,verb,-
-,"generally/personally, etc. speaking",-,B2,phrase,communication
-,speak up,-,B2,phrasal verb,communication
-,special attention/care/treatment,-,B2,phrase,-
-,specialist,-,B2,noun,people: personality
-,specialize,-,B2,verb,"education, work"
-,specific,PARTICULAR THING,B2,adjective,-
-,species,-,B2,noun,animals
-,specify,-,B2,verb,communication
-,spectator,-,B2,noun,"arts and media, shopping"
-,speech,FORMAL TALK,B2,noun,communication
-,speed,MOVEMENT,B2,noun,-
-,spirit,WAY OF FEELING,B2,noun,people: personality
-,spirit,GHOST,B2,noun,-
-,"in good/high/low, etc. spirits",-,B2,phrase,people: personality
-,spiritual,-,B2,adjective,people: personality
-,"splash about/around/through, etc.",-,B2,phrase,people: actions
-,splash,LIQUID,B2,verb,people: actions
-,splash,SOUND,B2,noun,-
-,split,DIVIDE,B2,verb,people: actions
-,sponsor,-,B2,verb,money
-,sponsor,-,B2,noun,money
-,spot,PLACE,B2,noun,-
-,spot,SKIN,B2,noun,body and health
-,spot,-,B2,verb,people: actions
-,spray,-,B2,noun,-
-,spray,-,B2,verb,people: actions
-,spread,INFORMATION,B2,verb,communication
-,spread,GRADUALLY AFFECT,B2,verb,-
-,spread,COVER AREA,B2,verb,-
-,spread out,-,B2,phrasal verb,people: actions
-,spread,MOVEMENT,B2,noun,-
-,spreadsheet,-,B2,noun,"communication, technology"
-,squash,PUSH INTO,B2,verb,people: actions
-,squash,CRUSH FLAT,B2,verb,people: actions
-,squeeze,PRESS,B2,verb,people: actions
-,squeeze (sb/sth) in/squeeze (sb/sth) into sth ,-,B2,phrasal verb,people: actions
-,stab,-,B2,verb,"crime, people: actions"
-,stage,PART,B2,noun,-
-,stain,-,B2,noun,-
-,stamp,MARK,B2,verb,-
-,"stand (sth) in/against/by, etc. sth",-,B2,phrase,people: actions
-,stand back,-,B2,phrasal verb,people: actions
-,stand for sth ,REPRESENT,B2,phrasal verb,politics
-,stand by sb ,-,B2,phrasal verb,relationships
-,stand for sth ,LETTERS,B2,phrasal verb,communication
-,stand out,EASY TO SEE,B2,phrasal verb,-
-,stand out,BE BETTER,B2,phrasal verb,-
-,stand up sb or stand sb up,-,B2,phrasal verb,relationships
-,stand up for sth/sb ,-,B2,phrasal verb,communication
-,standard,QUALITY,B2,noun,-
-,standard of living,-,B2,phrase,money
-,standard,-,B2,adjective,describing things
-,stare,-,B2,verb,people: actions
-,start,BUSINESS,B2,verb,"people: actions, work"
-,start,SWITCH ON,B2,verb,"people: actions, technology"
-,to start with,-,B2,phrase,-
-,starving,ILL/DYING,B2,adjective,"body and health, food and drink"
-,state,CONDITION,B2,noun,-
-,starving,HUNGRY,B2,adjective,food and drink
-,state,-,B2,verb,communication
-,state,-,B2,adjective,politics
-,statement,THING SAID,B2,noun,communication
-,statistics,-,B2,noun,-
-,stay out,-,B2,phrasal verb,people: actions
-,stay up,-,B2,phrasal verb,-
-,stay over,-,B2,phrasal verb,travel
-,steadily,-,B2,adverb,-
-,steady,GRADUAL,B2,adjective,-
-,steady,STILL,B2,adjective,-
-,steam,GAS,B2,noun,natural world
-,steel,-,B2,noun,natural world
-,steer,CONTROL DIRECTION,B2,verb,"people: actions, travel"
-,steering wheel,-,B2,noun,travel
-,step,STAGE,B2,noun,-
-,stepfather,-,B2,noun,relationships
-,stepmother,-,B2,noun,relationships
-,"stick (sth) in/into/through, etc.",-,B2,phrase,people: actions
-,stick out,-,B2,phrasal verb,-
-,stick to sth ,-,B2,phrasal verb,people: actions
-,stick together,-,B2,phrasal verb,relationships
-,stick with sth/sb ,-,B2,phrasal verb,-
-,stiff,HARD,B2,adjective,describing things
-,stiff,DIFFICULT TO MOVE,B2,adjective,describing things
-,"bored/scared/worried, etc. stiff",-,B2,phrase,people: personality
-,better/worse still,-,B2,phrase,-
-,still,NOT MOVING,B2,adjective,-
-,stimulate,ENCOURAGE,B2,verb,people: actions
-,stimulate,MAKE EXCITED,B2,verb,people: personality
-,stock,SHOP,B2,noun,shopping
-,in stock/out of stock,-,B2,phrase,shopping
-,stool,-,B2,noun,buildings
-,stop over,-,B2,phrasal verb,"people: actions, travel"
-,stopover,-,B2,noun,travel
-,storage,-,B2,noun,-
-,store,KEEP,B2,verb,people: actions
-,store,COMPUTER,B2,verb,"people: actions, technology"
-,storey,-,B2,noun,buildings
-,stormy,WEATHER,B2,adjective,natural world
-,story,REPORT,B2,noun,"arts and media, communication"
-,straight,HONEST,B2,adjective,communication
-,straight,LEVEL,B2,adjective,describing things
-,sit up/stand up straight,-,B2,phrase,body and health
-,come/get straight to the point,-,B2,phrase,communication
-,straightforward,-,B2,adjective,-
-,strain,PRESSURE,B2,noun,-
-,strain,WORRY,B2,noun,people: personality
-,strain,INJURE,B2,verb,"body and health, people: actions"
-,strangely,-,B2,adverb,-
-,strategy,-,B2,noun,-
-,a stream of sth,-,B2,phrase,-
-,strength,STRONG,B2,noun,people: appearance
-,strengthen,-,B2,verb,people: appearance
-,stress,PRONUNCIATION,B2,noun,communication
-,stress,EMPHASIZE,B2,verb,communication
-,stress,PRONOUNCE,B2,verb,communication
-,stretch,MAKE BIGGER,B2,verb,people: actions
-,stretch,BODY,B2,verb,people: actions
-,strict,RULE,B2,adjective,crime
-,strict,BEHAVIOUR,B2,adjective,people: personality
-,strictly,EXACTLY,B2,adverb,-
-,strictly forbidden/prohibited,-,B2,phrase,-
-,strike,THINK,B2,verb,-
-,what struck me/the first thing that struck me...,-,B2,phrase,-
-,strike,STOP WORK,B2,verb,work
-,striking,-,B2,adjective,-
-,string,ROPE,B2,noun,-
-,string,MUSICAL INSTRUMENT,B2,noun,arts and media
-,stroke,ILLNESS,B2,noun,body and health
-,stroke,-,B2,verb,people: actions
-,strong,GOOD QUALITY,B2,adjective,describing things
-,strong,PERSONALITY,B2,adjective,people: personality
-,strong,DETERMINED,B2,adjective,people: personality
-,strongly,-,B2,adverb,communication
-,structure,WAY PARTS ARE ARRANGED,B2,noun,buildings
-,struggle,TRY HARD,B2,verb,people: actions
-,struggle,FIGHT,B2,verb,people: actions
-,struggle,EFFORT,B2,noun,people: actions
-,struggle,FIGHT,B2,noun,people: actions
-,stubborn,-,B2,adjective,people: personality
-,stuck,NOT MOVE,B2,adjective,-
-,studio,ART,B2,noun,"arts and media, buildings"
-,study,LEARNING,B2,noun,"education, people: actions"
-,study,EXAMINING,B2,noun,people: actions
-,study,EXAMINE,B2,verb,education
-,study,LOOK AT,B2,verb,people: actions
-,stunning,-,B2,adjective,describing things
-,style,QUALITY,B2,noun,people: appearance
-,change the subject,-,B2,phrase,communication
-,submit,GIVE,B2,verb,"communication, people: actions"
-,substance,MATERIAL,B2,noun,-
-,substantial,-,B2,adjective,describing things
-,substitute,-,B2,verb,people: actions
-,substitute,-,B2,noun,-
-,suburb,-,B2,noun,natural world
-,subway,-,B2,noun,travel
-,successful,WORK,B2,adjective,-
-,successful,POPULAR,B2,adjective,-
-,successfully,-,B2,adverb,-
-,no such thing,-,B2,phrase,-
-,such,REFER TO PERSON/THING,B2,determiner,-
-, all of a sudden,-,B2,phrase,-
-,sudden,-,B2,adjective,-
-,suffer,FEEL PAIN,B2,verb,"body and health, people: personality"
-,suffer,EXPERIENCE,B2,verb,people: personality
-,suffering,-,B2,noun,"body and health, people: personality"
-,sufficient,-,B2,adjective,describing things
-,suffix,-,B2,noun,-
-,suggest,SEEM TRUE,B2,verb,-
-,suicide,-,B2,noun,-
-,suit,LOOK ATTRACTIVE,B2,verb,"clothes, people: appearance"
-,suit,BE RIGHT,B2,verb,-
-,suitably,-,B2,adverb,-
-,sum up (sth/sb) or sum (sth/sb) up,-,B2,phrasal verb,communication
-,summary,-,B2,noun,communication
-,sunlight,-,B2,noun,natural world
-,superb,-,B2,adjective,describing things
-,supernatural,-,B2,adjective,-
-,supervise,-,B2,verb,people: actions
-,the supernatural,-,B2,phrase,-
-,supplier,-,B2,noun,shopping
-,supply,-,B2,noun,-
-,supply,-,B2,verb,people: actions
-,support,AGREE,B2,verb,communication
-,support,ENCOURAGE,B2,verb,people: actions
-,support,AGREEMENT,B2,noun,communication
-,support,MONEY,B2,noun,money
-,supporter,"OF IDEA/PERSON, ETC.",B2,noun,-
-,be supposed to be sth,-,B2,phrase,-
-,be supposed to be sth,-,B2,phrase,-
-,be supposed to do sth,-,B2,phrase,-
-,be sure of sth ,-,B2,phrase,people: personality
-,be sure of yourself ,-,B2,phrase,people: personality
-,surely,LIKELY,B2,adverb,communication
-,surely,EXPRESS SURPRISE,B2,adverb,communication
-,surface,TOP,B2,noun,-
-,surface,PERSON,B2,noun,-
-,surgery,PLACE,B2,noun,"body and health, buildings"
-,surgery,OPERATION,B2,noun,body and health
-,surprise,FEELING,B2,noun,people: personality
-,surrounding,-,B2,adjective,-
-,surroundings,-,B2,noun,-
-,survey,-,B2,noun,communication
-,survival,-,B2,noun,-
-,survivor,-,B2,noun,-
-,survive,-,B2,verb,-
-,suspect,THINK LIKELY,B2,verb,-
-,suspect,THINK GUILTY,B2,verb,crime
-,suspect,-,B2,noun,crime
-,suspend,NOT ALLOW,B2,verb,"education, people: actions"
-,suspicion,BELIEF,B2,noun,-
-,suspicious,NOT TRUSTING,B2,adjective,people: personality
-,suspicious,SEEMING WRONG,B2,adjective,crime
-,suspiciously,-,B2,adverb,-
-,swallow,EAT,B2,verb,"food and drink, people: actions"
-,swan,-,B2,noun,animals
-,swear,RUDE WORDS,B2,verb,communication
-,swear,PROMISE,B2,verb,communication
-,sweat,-,B2,noun,body and health
-,sweat,-,B2,verb,body and health
-,sweep,CLEAN,B2,verb,people: actions
-,"be/get swept along/away, etc.",-,B2,phrase,-
-,swing,-,B2,noun,shopping
-,swing,-,B2,verb,people: actions
-,switch,-,B2,verb,people: actions
-,swollen,-,B2,adjective,body and health
-,sword,-,B2,noun,-
-,syllable,-,B2,noun,communication
-,symbol,-,B2,noun,communication
-,sympathetic,PROBLEMS,B2,adjective,people: personality
-,sympathy,CARING,B2,noun,people: personality
-,symptom,ILLNESS,B2,noun,body and health
-,system,METHOD,B2,noun,-
-,tabloid,-,B2,noun,arts and media
-,tabloid,-,B2,adjective,arts and media
-,tackle,DEAL WITH,B2,verb,people: actions
-,tackle,SPORT,B2,verb,"people: actions, shopping"
-,tail,ANIMAL,B2,noun,animals
-,"take milk/sugar, etc.",-,B2,phrase,food and drink
-,take,REMOVE NUMBER,B2,verb,people: actions
-,take,GRAMMAR,B2,verb,-
-,can't take sth,-,B2,phrase,people: personality
-,take sth/sb seriously,-,B2,phrase,people: personality
-,take account of sth,-,B2,phrase,-
-,"take pleasure/pride/an interest, etc.",-,B2,phrase,people: personality
-,take advantage of sb/sth ,-,B2,phrase,-
-,take your breath away,-,B2,phrase,people: personality
-,take into account sth,-,B2,phrase,-
-,take charge,-,B2,phrase,people: actions
-,take control,-,B2,phrase,"people: actions, politics"
-,take a deep breath,-,B2,phrase,"body and health, people: actions"
-,take sb's word for it,-,B2,phrase,communication
-,take it for granted,-,B2,phrase,-
-,take sb/sth for granted,-,B2,phrase,-
-,take sb's place,-,B2,phrase,people: actions
-,take the/this opportunity to do sth,-,B2,phrase,-
-,take after sb,-,B2,phrasal verb,relationships
-,take sb around/round (sth/swh) ,-,B2,phrasal verb,people: actions
-,take away sth or take sth away,REMOVE,B2,phrasal verb,people: actions
-,take away sth or take sth away,NUMBERS,B2,phrasal verb,people: actions
-,take down sth or take sth down,-,B2,phrasal verb,people: actions
-,be taken in,-,B2,phrasal verb,-
-,take off sth or take sth off,NOT WORK,B2,phrasal verb,work
-,take off,SUCCEED,B2,phrasal verb,-
-,take on sb or take sb on,-,B2,phrasal verb,"people: actions, work"
-,take out sth or take sth out,MONEY,B2,phrasal verb,"money, people: actions"
-,take over (sth) or take (sth) over,-,B2,phrasal verb,"people: actions, work"
-,take up sth or take sth up,FILL,B2,phrasal verb,-
-,tale,-,B2,noun,communication
-,talk,DISCUSS,B2,verb,communication
-,talk,LECTURE,B2,verb,communication
-,talk sb into sth/doing sth,-,B2,phrasal verb,communication
-,talk over sth or talk sth over,-,B2,phrasal verb,communication
-,talk,TO GROUP,B2,noun,communication
-,tan,-,B2,noun,people: appearance
-,tap,KNOCK,B2,noun,people: actions
-,tap,-,B2,verb,people: actions
-,target,OBJECT/PERSON SHOT AT,B2,noun,shopping
-,target,AIM,B2,noun,-
-,task,-,B2,noun,"people: actions, work"
-,taste,WHAT YOU LIKE,B2,noun,people: personality
-,taste,SHORT EXPERIENCE,B2,noun,-
-,taste,ABILITY,B2,noun,"food and drink, people: actions"
-,teaspoon,-,B2,noun,food and drink
-,tease,-,B2,verb,communication
-,technical,SCIENCE/INDUSTRY,B2,adjective,technology
-,technical,PRACTICAL SKILL,B2,adjective,people: personality
-,technological,-,B2,adjective,technology
-,telecommunications,-,B2,noun,"communication, technology"
-,telescope,-,B2,noun,technology
-,can tell,-,B2,phrase,people: personality
-,tell,UNDERSTAND FROM,B2,verb,communication
-,tell off sb or tell sb off,-,B2,phrasal verb,communication
-,temper,ANGER,B2,noun,people: personality
-,lose your temper,-,B2,phrase,people: personality
-,temporarily,-,B2,adverb,-
-,be tempted,-,B2,phrase,people: personality
-,temptation,-,B2,noun,people: personality
-,tend to do sth,-,B2,phrase,-
-,tense,NERVOUS,B2,adjective,people: personality
-,tense,SITUATION,B2,adjective,people: personality
-,tension,FEELING,B2,noun,people: personality
-,tension,BETWEEN PEOPLE/GROUPS,B2,noun,relationships
-,term,WORD,B2,noun,communication
-,terminal,-,B2,noun,"buildings, travel"
-,in ... terms/in terms of sth,-,B2,phrase,-
-,terms,RULES,B2,noun,communication
-,terrace,-,B2,noun,buildings
-,terribly,VERY BADLY,B2,adverb,-
-,terrify,-,B2,verb,people: personality
-,terrifying,-,B2,adjective,people: personality
-,territory,COUNTRY'S LAND,B2,noun,"natural world, politics"
-,territory,PERSON'S/ANIMAL'S LAND,B2,noun,animals
-,terror,-,B2,noun,people: personality
-,terrorist,-,B2,noun,crime
-,terrorism,-,B2,noun,crime
-,test,SITUATION,B2,noun,people: personality
-,test,CHECK,B2,verb,people: actions
-,test,"PROVE QUALITY/STRENGTH, ETC.",B2,verb,-
-,text,BOOK/PLAY,B2,noun,"communication, education"
-,thanks to sb/sth,-,B2,phrase,-
-,thanks,-,B2,noun,communication
-,that's it,-,B2,phrase,-
-,that,REACTION,B2,pronoun,-
-,that,PAST,B2,pronoun,-
-,that,-,B2,adverb,describing things
-,the,TIME,B2,determiner,-
-,the,COMPARE,B2,determiner,-
-,theft,-,B2,noun,"crime, people: actions"
-,theme,-,B2,noun,communication
-,themselves,EMPHASIS,B2,pronoun,-
-,then,IN ADDITION,B2,adverb,-
-,now and then,-,B2,phrase,-
-,theory,IDEA,B2,noun,-
-,in theory,-,B2,phrase,-
-,therapy,-,B2,noun,body and health
-,here and there,-,B2,phrase,-
-,there,POINT,B2,adverb,-
-,thermometer,-,B2,noun,technology
-,thesis,WRITING,B2,noun,"communication, education"
-,they,PEOPLE,B2,pronoun,-
-,thick,"SMOKE, ETC.",B2,adjective,describing things
-,thigh,-,B2,noun,body and health
-,the whole thing,-,B2,phrase,-
-,thing,IDEA,B2,noun,-
-,among other things,-,B2,phrase,communication
-,no such thing,-,B2,phrase,-
-,it's a good thing,-,B2,phrase,communication
-,the thing is...,-,B2,phrase,communication
-,not a single thing,-,B2,phrase,describing things
-,the main thing,-,B2,phrase,-
-,thing,PERSON/ANIMAL,B2,noun,-
-,think,CONSIDER PEOPLE,B2,verb,-
-,think over sth or think sth over ,-,B2,phrasal verb,-
-,think through sth or think sth through,-,B2,phrasal verb,-
-,third,-,B2,noun,-
-,the third person,-,B2,noun,-
-,thirst,WANTING DRINK,B2,noun,food and drink
-,(be) in your thirties,-,B2,phrase,people: appearance
-,the thirties,-,B2,phrase,-
-,thorough,-,B2,adjective,-
-,thoroughly,VERY MUCH,B2,adverb,-
-,thoroughly,CAREFULLY,B2,adverb,-
-,those who/which/that,-,B2,phrase,-
-,even though,-,B2,phrase,-
-,though,BUT,B2,conjunction,-
-,as though,-,B2,phrase,-
-,though,-,B2,adverb,-
-,thought,THINKING,B2,noun,-
-,thoughtful,KIND,B2,adjective,people: personality
-,thousands,-,B2,phrase,-
-,threat,DAMAGE,B2,noun,-
-,threat,THING SAID,B2,noun,communication
-,threaten,HARM,B2,verb,communication
-,thrilled,-,B2,adjective,people: personality
-,thrilling,-,B2,adjective,describing things
-,throughout,WHOLE TIME,B2,preposition,-
-,throw out sb or throw sb out,-,B2,phrasal verb,people: actions
-,throw up (sth) or throw (sth) up,-,B2,phrasal verb,body and health
-,thus,-,B2,adverb,communication
-,tide,-,B2,noun,natural world
-,tie up sb/sth or tie sb/sth up,-,B2,phrasal verb,people: actions
-,tight,FIRM,B2,adjective,describing things
-,tight,CONTROLLED,B2,adjective,-
-,tight,NOT MUCH,B2,adjective,-
-,tight,-,B2,adverb,-
-,tighten,-,B2,verb,people: actions
-,tightly,-,B2,adverb,-
-,time,HISTORICAL PERIOD,B2,noun,-
-,for some time,-,B2,phrase,-
-,from time to time,-,B2,phrase,-
-,time,MEASURE HOW LONG,B2,verb,people: actions
-,times,-,B2,preposition,-
-,timetable,PLAN,B2,noun,-
-,timing,-,B2,noun,-
-,tin,FOR STORING,B2,noun,food and drink
-,tiredness,-,B2,noun,people: personality
-,to,RANGE,B2,preposition,-
-,to date,-,B2,phrase,-
-,to my mind,-,B2,phrase,communication
-,today,PRESENT TIME,B2,adverb,-
-,today,PRESENT TIME,B2,noun,-
-,toenail,-,B2,noun,body and health
-,together,CONNECTED,B2,adverb,describing things
-,together,COMBINED,B2,adverb,-
-,tolerate,ACCEPT,B2,verb,people: personality
-,tomb,-,B2,noun,-
-,ton,WEIGHT,B2,noun,describing things
-,tons of sth,-,B2,phrase,describing things
-,tone,VOICE,B2,noun,communication
-,tone,TELEPHONE,B2,noun,technology
-,mother tongue,-,B2,phrase,communication
-,tool,MAKE/REPAIR,B2,noun,-
-,tool,EQUIPMENT,B2,noun,-
-,on top of sth,-,B2,phrase,-
-,top,-,B2,adverb,-
-,torch,-,B2,noun,-
-,tornado,-,B2,noun,natural world
-,total,VERY GREAT,B2,adjective,communication
-,touch,GET CLOSE,B2,verb,-
-,touch,EMOTION,B2,verb,people: personality
-,lose touch,-,B2,phrase,communication
-,touch,ABILITY,B2,noun,body and health
-,touch,HAND,B2,noun,people: actions
-,tough,DIFFICULT,B2,adjective,-
-,tough,STRONG PERSON,B2,adjective,people: personality
-,tough,FOOD,B2,adjective,food and drink
-,towards,IN RELATION TO,B2,preposition,communication
-,toxic,-,B2,adjective,body and health
-,trace,-,B2,noun,-
-,track,MUSIC,B2,noun,arts and media
-,track,TYPE OF SPORT,B2,noun,shopping
-,lose track,IDIOM,B2,phrase,-
-,track,MARKS,B2,noun,-
-,trade,JOB,B2,noun,work
-,trade,-,B2,verb,"people: actions, shopping"
-,tradition,-,B2,noun,-
-,traditionally,-,B2,adverb,-
-,tragic,-,B2,adjective,people: personality
-,tragedy,-,B2,noun,-
-,trail,PATH,B2,noun,travel
-,train,TEACH,B2,verb,"education, people: actions, work"
-,train,LEARN,B2,verb,"education, people: actions, work"
-,transfer,CHANGE JOB/TEAM,B2,verb,work
-,transfer,-,B2,noun,-
-,transform,-,B2,verb,people: actions
-,transitive,-,B2,adjective,-
-,transparent,-,B2,adjective,describing things
-,transport,-,B2,verb,"people: actions, travel"
-,transport,GOODS/PEOPLE,B2,noun,travel
-,trap,CATCHING ANIMALS,B2,noun,animals
-,be trapped,-,B2,phrase,-
-,trap,DANGEROUS SITUATION,B2,noun,-
-,tray,-,B2,noun,food and drink
-,treasure,"GOLD/JEWELS, ETC.",B2,noun,money
-,treat,DEAL WITH,B2,verb,-
-,treat,MEDICAL,B2,verb,body and health
-,treat,CONSIDER,B2,verb,-
-,treat,SPECIAL,B2,verb,-
-,treatment,MEDICAL,B2,noun,body and health
-,treatment,DEALING WITH,B2,noun,-
-,trekking,-,B2,noun,travel
-,tremble,-,B2,verb,"people: actions, people: personality"
-,tremendous,GOOD,B2,adjective,describing things
-,tremendously,-,B2,adverb,communication
-,tremendous,LARGE,B2,adjective,describing things
-,trial,IN COURT,B2,noun,crime
-,triangle,-,B2,noun,describing things
-,tribe,-,B2,noun,relationships
-,trick,METHOD,B2,noun,-
-,tricky,-,B2,adjective,-
-,trick,-,B2,verb,-
-,trip,-,B2,verb,people: actions
-,trivial,-,B2,adjective,describing things
-,trolley,-,B2,noun,-
-,tropical,-,B2,adjective,natural world
-,trophy,-,B2,noun,shopping
-,trouble,EXTRA WORK,B2,noun,-
-,the trouble with sb/sth,-,B2,phrase,-
-,trouble,DIFFICULT SITUATION,B2,noun,-
-,trouble,FIGHTING,B2,noun,-
-,truly,VERY,B2,adverb,-
-,trunk,-,B2,noun,natural world
-,trust,-,B2,noun,people: personality
-,truth,BEING TRUE,B2,noun,-
-,try,-,B2,noun,people: actions
-,try out sth or try sth out,-,B2,phrasal verb,people: actions
-,tube,PIPE,B2,noun,-
-,turn,GO ROUND,B2,verb,people: actions
-,"turn blue/cold/nasty, etc.",-,B2,phrase,-
-,turn (sth) back,-,B2,phrasal verb,-
-,turn down sb/sth or turn sb/sth down ,-,B2,phrasal verb,communication
-,turn out,HAPPEN,B2,phrasal verb,-
-,turn out,BE DISCOVERED,B2,phrasal verb,-
-,turn out,GO,B2,phrasal verb,people: actions
-,turn to sb/sth ,-,B2,phrasal verb,communication
-,turn up (somewhere) ,-,B2,phrasal verb,"people: actions, travel"
-,take turns or take it in turns,-,B2,phrase,people: actions
-,turn,CHANGE IN DIRECTION,B2,noun,-
-,tutor,-,B2,noun,"education, work"
-,(be) in your twenties,-,B2,phrase,people: appearance
-,the twenties,-,B2,phrase,-
-,twisted,BENT,B2,adjective,describing things
-,typically,EXPECTED CHARACTERISTICS,B2,adverb,-
-,ultimate,MOST,B2,adjective,-
-,unacceptable,-,B2,adjective,describing things
-,unattractive,NOT BEAUTIFUL,B2,adjective,-
-,unavailable,IMPOSSIBLE TO GET,B2,adjective,shopping
-,unaware,-,B2,adjective,people: personality
-,unbearable,-,B2,adjective,-
-,unbelievable,UNLIKELY,B2,adjective,-
-,uncertain,NOT SURE,B2,adjective,people: personality
-,uncertain,NOT KNOWN,B2,adjective,-
-,unchanged,-,B2,adjective,-
-,unclear,DIFFICULT TO UNDERSTAND,B2,adjective,-
-,be unclear about sth,-,B2,phrase,-
-,unconscious,AS THOUGH SLEEPING,B2,adjective,body and health
-,be under the impression,-,B2,phrase,people: personality
-,under,IN A PARTICULAR STATE,B2,preposition,-
-,"under attack/control/investigation, etc.",-,B2,phrase,-
-,underestimate,NOT KNOW SIZE,B2,verb,-
-,underground,-,B2,adjective,natural world
-,underground,-,B2,adjective,natural world
-,underline,EMPHASIZE,B2,verb,communication
-,underneath,-,B2,adverb,describing things
-,understandable,-,B2,adjective,-
-,understanding,KNOWLEDGE,B2,noun,-
-,understanding,SYMPATHY,B2,noun,people: personality
-,understanding,-,B2,adjective,people: personality
-,underwater,-,B2,adjective,-
-,undo,OPEN,B2,verb,people: actions
-,undo,CHANGE BACK,B2,verb,technology
-,undoubtedly,-,B2,adverb,communication
-,undressed,-,B2,adjective,clothes
-,uneasy,-,B2,adjective,people: personality
-,unexpectedly,-,B2,adverb,people: personality
-,unfair,NOT TRUE,B2,adjective,-
-,unfairly,-,B2,adverb,-
-,unfamiliar,NOT KNOWN,B2,adjective,-
-,be unfamiliar with sth ,-,B2,phrase,people: personality
-,unfashionable,-,B2,adjective,"clothes, describing things"
-,unfit,NOT GOOD ENOUGH,B2,adjective,describing things
