Root,Serial,Word,Guideword,Level,Part of Speech,Topic
-,-,flick through sth,-,C2,phrasal verb,people: actions
-,-,a flight of stairs/steps,-,C2,phrase,-
-,-,be flooded with sth,-,C2,phrasal verb,-
-,-,go with the flow,IDIOM,C2,phrase,-
-,-,fly in the face of,IDIOM,C2,phrase,-
-,-,it follows that,-,C2,phrase,-
-,-,follow sb's example/lead,-,C2,phrase,-
-,-,follow in sb's footsteps,IDIOM,C2,phrase,-
-,-,follow suit,-,C2,phrase,-
-,-,put your foot down,IDIOM,C2,phrase,-
-,-,put your foot in it,IDIOM,C2,phrase,-
-,-,get off/start on the wrong foot,IDIOM,C2,phrase,-
-,-,get/rise to your feet,-,C2,phrase,-
-,-,put your feet up,IDIOM,C2,phrase,-
-,-,follow in sb's footsteps,IDIOM,C2,phrase,-
-,-,for all,-,C2,phrase,-
-,-,for sb's benefit,-,C2,phrase,-
-,-,for the best,-,C2,phrase,-
-,-,for fear of sth/doing sth,-,C2,phrase,-
-,-,for one thing,-,C2,phrase,communication
-,-,a force to be reckoned with,-,C2,phrase,-
-,-,in/into force,-,C2,phrase,-
-,-,join forces,-,C2,phrase,-
-,-,be foreign to sb,-,C2,phrase,-
-,-,for/in the foreseeable future,-,C2,phrase,-
-,-,I forget,-,C2,phrase,-
-,-,be on (good) form,-,C2,phrase,-
-,-,"form an opinion/impression, etc.",-,C2,phrase,-
-,-,be without foundation; have no foundation,-,C2,phrase,-
-,-,frame of mind,-,C2,phrase,people: personality
-,-,a free hand,IDIOM,C2,phrase,-
-,-,break free,-,C2,phrase,-
-,-,break free,-,C2,phrase,-
-,-,freedom from sth,-,C2,phrase,-
-,-,fresh water,-,C2,phrase,-
-,-,a breath of fresh air,IDIOM,C2,phrase,describing things
-,-,from top to bottom,-,C2,phrase,-
-,-,back to front,-,C2,phrase,describing things
-,-,the frontiers of sth,-,C2,phrase,-
-,-,frown on/upon sth,-,C2,phrasal verb,-
-,-,bear fruit,-,C2,phrase,-
-,-,the fruit(s) of sth,-,C2,phrase,-
-,-,be full of yourself,-,C2,phrase,people: personality
-,-,have your hands full,IDIOM,C2,phrase,-
-,-,for/in the foreseeable future,-,C2,phrase,-
-,-,"nothing ventured, nothing gained",-,C2,phrase,-
-,-,play games,IDIOM,C2,phrase,-
-,-,a gap in the market,-,C2,phrase,-
-,-,the germ of sth,-,C2,phrase,-
-,-,get your act together,IDIOM,C2,phrase,-
-,-,get you nowhere,-,C2,phrase,-
-,-,get sth off your chest,IDIOM,C2,phrase,communication
-,-,get your own back (on sb),IDIOM,C2,phrase,-
-,-,get sth over (and done) with,-,C2,phrase,-
-,-,Don't get me wrong,-,C2,phrase,-
-,-,get moving,-,C2,phrase,-
-,-,get a move on,-,C2,phrase,people: actions
-,-,get out of hand,IDIOM,C2,phrase,-
-,-,get the hang of sth,IDIOM,C2,phrase,-
-,-,get underway,-,C2,phrase,-
-,-,get the picture,IDIOM,C2,phrase,-
-,-,get through sth ,FINISH,C2,phrasal verb,-
-,-,get to sb,-,C2,phrasal verb,people: personality
-,-,get up to sth ,-,C2,phrasal verb,people: actions
-,-,give rise to sth,-,C2,phrase,-
-,-,give vent to,-,C2,phrase,-
-,-,give way,-,C2,phrase,-
-,-,give way to sth,-,C2,phrase,-
-,-,give sb a hard time,-,C2,phrase,-
-,-,the globe,-,C2,phrase,-
-,-,"glow with happiness/pride,etc.",-,C2,phrase,-
-,-,be glued to sth,-,C2,phrasal verb,-
-,-,go downhill,IDIOM,C2,phrase,-
-,-,to go,-,C2,phrase,-
-,-,go overboard,-,C2,phrase,-
-,-,go out of your way to do sth,-,C2,phrase,-
-,-,go so far as to do sth,-,C2,phrase,-
-,-,go through the motions,IDIOM,C2,phrase,-
-,-,go too far,-,C2,phrase,-
-,-,go with the flow,IDIOM,C2,phrase,-
-,-,go against the grain,IDIOM,C2,phrase,-
-,-,go through the roof,IDIOM,C2,phrase,-
-,-,be still going strong,-,C2,phrase,-
-,-,go by,MOVE PAST,C2,phrasal verb,-
-,-,go down,BE CONSIDERED,C2,phrasal verb,-
-,-,go into sth,DESCRIBE,C2,phrasal verb,communication
-,-,go on,TALK FOR A LONG TIME,C2,phrasal verb,communication
-,-,go through with sth,-,C2,phrasal verb,-
-,-,go up,EXPLODE,C2,phrasal verb,-
-,-,go without (sth),-,C2,phrasal verb,-
-,-,make a go of sth,-,C2,phrase,-
-,-,touch and go,IDIOM,C2,phrase,-
-,-,"a good 20 minutes/30 miles, etc.",-,C2,phrase,-
-,-,it's a good job,-,C2,phrase,communication
-,-,be in good taste,-,C2,phrase,-
-,-,so far so good,-,C2,phrase,-
-,-,do sb a/the world of good,-,C2,phrase,-
-,-,go against the grain,IDIOM,C2,phrase,-
-,-,grasp the nettle,IDIOM,C2,phrase,-
-,-,grasp at sth,-,C2,phrasal verb,people: actions
-,-,(be) green with envy,-,C2,phrase,-
-,-,grin and bear it,-,C2,phrase,-
-,-,come/get to grips with sth,IDIOM,C2,phrase,-
-,-,stand your ground,IDIOM,C2,phrase,-
-,-,break new ground,IDIOM,C2,phrase,-
-,-,find common ground,IDIOM,C2,phrase,-
-,-,catch sb off guard,IDIOM,C2,phrase,-
-,-,be on (your) guard,IDIOM,C2,phrase,-
-,-,let your guard down,IDIOM,C2,phrase,-
-,-,an educated guess,-,C2,phrase,-
-,-,hail sb/sth as sth,-,C2,phrasal verb,-
-,-,let your hair down,IDIOM,C2,phrase,-
-,-,with your bare hands,-,C2,phrase,-
-,-,on hand or to hand,-,C2,phrase,-
-,-,at the hands of sb,-,C2,phrase,-
-,-,get/lay your hands on sth,-,C2,phrase,-
-,-,in hand,-,C2,phrase,-
-,-,get/gain the upper hand,IDIOM,C2,phrase,-
-,-,get out of hand,IDIOM,C2,phrase,-
-,-,have your hands full,IDIOM,C2,phrase,-
-,-,a free hand,IDIOM,C2,phrase,-
-,-,take the law into your own hands,-,C2,phrase,-
-,-,you have to hand it to sb,-,C2,phrase,-
-,-,hand sth down or hand down sth,-,C2,phrasal verb,-
-,-,"a handsome profit/sum, etc.",-,C2,phrase,-
-,-,come in handy,-,C2,phrase,-
-,-,get the hang of sth,IDIOM,C2,phrase,-
-,-,be hard on sb,-,C2,phrase,-
-,-,do/learn sth the hard way,-,C2,phrase,-
-,-,give sb a hard time,-,C2,phrase,-
-,-,have (got) to do/be sth,-,C2,phrase,-
-,-,have sb do sth,-,C2,phrase,-
-,-,have it in for sb,-,C2,phrase,-
-,-,not have the faintest idea,-,C2,phrase,-
-,-,keep a cool head,IDIOM,C2,phrase,-
-,-,keep your head above water,IDIOM,C2,phrase,-
-,-,"laugh/shout/scream, etc. your head off",-,C2,phrase,-
-,-,a roof over your head,-,C2,phrase,-
-,-,head off ,-,C2,phrasal verb,-
-,-,heaps of sth,-,C2,phrase,-
-,-,at heart,-,C2,phrase,-
-,-,take sth to heart,IDIOM,C2,phrase,-
-,-,open your heart,IDIOM,C2,phrase,-
-,-,lose heart,IDIOM,C2,phrase,-
-,-,dear to sb/sb's heart,-,C2,phrase,-
-,-,a change of heart,IDIOM,C2,phrase,-
-,-,the height of sth,-,C2,phrase,-
-,-,a/one hell of a,-,C2,phrase,-
-,-,like hell,-,C2,phrase,-
-,-,to speak/think highly of sb/sth,-,C2,phrase,-
-,-,a hint of sth,-,C2,phrase,-
-,-,hit the roof,IDIOM,C2,phrase,-
-,-,hold your breath,IDIOM,C2,phrase,-
-,-,hold your own,IDIOM,C2,phrase,-
-,-,not hold water,IDIOM,C2,phrase,-
-,-,hold sth against sb,-,C2,phrasal verb,-
-,-,hold sb/sth back,PREVENT PROGRESS,C2,phrasal verb,-
-,-,hold back sth or hold sth back,EMOTION,C2,phrasal verb,-
-,-,hold down a job,-,C2,phrasal verb,work
-,-,hold off (sth/doing sth),-,C2,phrasal verb,-
-,-,hold onto sth/sb,-,C2,phrasal verb,-
-,-,hold out hope,-,C2,phrasal verb,-
-,-,a hold on/over sth/sb,-,C2,phrase,-
-,-,ring hollow,-,C2,phrase,communication
-,-,a broken home,-,C2,phrase,relationships
-,-,in all honesty,-,C2,phrase,communication
-,-,sb's best/last/only hope,-,C2,phrase,-
-,-,hold out hope,-,C2,phrasal verb,-
-,-,take/hold sb hostage,-,C2,phrase,-
-,-,the early/small hours,-,C2,phrase,-
-,-,"How strange/stupid/weird, etc. is that?",-,C2,phrase,communication
-,-,be only human,-,C2,phrase,people: personality
-,-,in my humble opinion,-,C2,phrase,-
-,-,be hungry for sth,-,C2,phrase,-
-,-,be the tip of the iceberg,IDIOM,C2,phrase,-
-,-,the idea of sth,-,C2,phrase,-
-,-,not have the faintest idea,-,C2,phrase,-
-,-,fire sb's imagination,-,C2,phrase,-
-,-,as the/its name implies,-,C2,phrase,-
-,-,on impulse,-,C2,phrase,-
-,-,in the dark,IDIOM,C2,phrase,-
-,-,in anticipation (of),-,C2,phrase,-
-,-,in attendance,-,C2,phrase,-
-,-,be in awe of sb,-,C2,phrase,-
-,-,in the blink of an eye,IDIOM,C2,phrase,-
-,-,in cold blood,IDIOM,C2,phrase,people: personality
-,-,be in the same boat,IDIOM,C2,phrase,-
-,-,in the clear,-,C2,phrase,-
-,-,in confidence,-,C2,phrase,-
-,-,in conjunction with sth/sb,-,C2,phrase,-
-,-,in the name of sth,-,C2,phrase,-
-,-,in the vicinity (of sth),-,C2,phrase,-
-,-,in a big way,-,C2,phrase,-
-,-,in all likelihood,-,C2,phrase,-
-,-,in sb's words,-,C2,phrase,-
-,-,be in line with sth,-,C2,phrase,-
-,-,in memory of sb,-,C2,phrase,-
-,-,in your mind's eye,-,C2,phrase,-
-,-,in miniature,-,C2,phrase,-
-,-,be in the mood for sth/to do sth,-,C2,phrase,-
-,-,in effect,-,C2,phrase,-
-,-,in essence,-,C2,phrase,-
-,-,in the face of sth,IDIOM,C2,phrase,-
-,-,in a flash,-,C2,phrase,-
-,-,in favour of sb/sth,-,C2,phrase,-
-,-,in hand,-,C2,phrase,-
-,-,in all honesty,-,C2,phrase,communication
-,-,in my humble opinion,-,C2,phrase,-
-,-,in its infancy,-,C2,phrase,-
-,-,in the interest(s) of sth,-,C2,phrase,-
-,-,in isolation,-,C2,phrase,-
-,-,in perspective,-,C2,phrase,-
-,-,in part,-,C2,phrase,-
-,-,in principle,-,C2,phrase,-
-,-,in place,-,C2,phrase,-
-,-,in place,-,C2,phrase,-
-,-,in the process,-,C2,phrase,-
-,-,in all probability,-,C2,phrase,-
-,-,be in the process of doing sth,-,C2,phrase,-
-,-,in proportion to,-,C2,phrase,-
-,-,in the red,-,C2,phrase,-
-,-,sb/sth in question,-,C2,phrase,-
-,-,in retrospect,-,C2,phrase,-
-,-,in a rut,IDIOM,C2,phrase,-
-,-,be in good taste,-,C2,phrase,-
-,-,in no uncertain terms,-,C2,phrase,communication
-,-,be in bad/poor taste,-,C2,phrase,-
-,-,be in tune with sb/sth,-,C2,phrase,-
-,-,in that,-,C2,phrase,-
-,-,the ins and outs of sth,IDIOM,C2,phrase,-
-,-,be in for sth,-,C2,phrase,-
-,-,inclined to do sth,-,C2,phrase,people: personality
-,-,inclined to do sth,-,C2,phrase,-
-,-,"artistically/technically, etc. inclined",-,C2,phrase,people: personality
-,-,in its infancy,-,C2,phrase,-
-,-,add insult to injury,-,C2,phrase,-
-,-,"inside information/knowledge, etc.",-,C2,phrase,-
-,-,be an inspiration to sb,-,C2,phrase,-
-,-,add insult to injury,-,C2,phrase,-
-,-,to all intents and purposes,-,C2,phrase,-
-,-,be intent on sth/doing sth,-,C2,phrase,-
-,-,in the interest(s) of sth,-,C2,phrase,-
-,-,a conflict of interest,-,C2,phrase,-
-,-,an intimate knowledge/understanding of sth,-,C2,phrase,-
-,-,into the bargain,-,C2,phrase,-
-,-,invade sb's privacy,-,C2,phrase,-
-,-,an invasion of privacy,-,C2,phrase,-
-,-,irrespective of sth,-,C2,phrase,-
-,-,"an isolated case/event/example, etc.",-,C2,phrase,-
-,-,in isolation,-,C2,phrase,-
-,-,at issue,-,C2,phrase,-
-,-,be itching to do sth,-,C2,phrase,-
-,-,out of a job,-,C2,phrase,work
-,-,it's a good job,-,C2,phrase,communication
-,-,"make a bad/good, etc. job of sth",IDIOM,C2,phrase,-
-,-,do the job,IDIOM,C2,phrase,-
-,-,hold down a job,-,C2,phrasal verb,work
-,-,join forces,-,C2,phrase,-
-,-,"a bad/good, etc. judge of sth",-,C2,phrase,people: personality
-,-,jump to conclusions,-,C2,phrase,communication
-,-,jump at sth,-,C2,phrasal verb,-
-,-,"10/20, etc. years sb's junior",-,C2,phrase,-
-,-,the jury is (still) out,IDIOM,C2,phrase,-
-,-,do sb/sth justice; do justice to sb/sth,-,C2,phrase,-
-,-,keep your eyes open (for sb/sth),IDIOM,C2,phrase,-
-,-,keep body and soul together,IDIOM,C2,phrase,-
-,-,keep your eyes peeled (for sb/sth),IDIOM,C2,phrase,-
-,-,keep a straight face,IDIOM,C2,phrase,-
-,-,keep your fingers crossed/ cross your fingers,IDIOM,C2,phrase,-
-,-,keep a cool head,IDIOM,C2,phrase,-
-,-,keep your head above water,IDIOM,C2,phrase,-
-,-,keep (sth) quiet,-,C2,phrase,-
-,-,keep your temper,-,C2,phrase,people: personality
-,-,keep sb on their toes,IDIOM,C2,phrase,-
-,-,keep at sth ,-,C2,phrasal verb,people: actions
-,-,keep sth back,-,C2,phrasal verb,-
-,-,keep sth from sb,-,C2,phrasal verb,-
-,-,keep sth to yourself,-,C2,phrasal verb,communication
-,-,keep up (with sth),-,C2,phrasal verb,-
-,-,keep (sth) up,-,C2,phrasal verb,-
-,-,kick yourself,-,C2,phrase,-
-,-,kick (sth) off,-,C2,phrasal verb,-
-,-,one of a kind,-,C2,phrase,-
-,-,not take kindly to sth,-,C2,phrase,-
-,-,the animal/plant kingdom,-,C2,phrase,natural world
-,-,tie the knot,IDIOM,C2,phrase,-
-,-,know better,-,C2,phrase,-
-,-,know best,-,C2,phrase,-
-,-,the next thing I knew,-,C2,phrase,communication
-,-,know your stuff,IDIOM,C2,phrase,-
-,-,a labour of love,IDIOM,C2,phrase,-
-,-,be lacking,-,C2,phrase,-
-,-,a stroll/trip/walk down memory lane,IDIOM,C2,phrase,-
-,-,the fast lane,IDIOM,C2,phrase,-
-,-,loom large,-,C2,phrase,-
-,-,sb/sth at large,-,C2,phrase,-
-,-,a last resort,-,C2,phrase,-
-,-,the last of sth,-,C2,phrase,-
-,-,the last sb heard/saw of sb,-,C2,phrase,-
-,-,at the latest,-,C2,phrase,-
-,-,be no laughing matter,-,C2,phrase,-
-,-,take the law into your own hands,-,C2,phrase,-
-,-,law and order,-,C2,phrase,-
-,-,lead sb to do sth,-,C2,phrase,-
-,-,be led by sth,-,C2,phrase,-
-,-,lead up to sth ,-,C2,phrasal verb,-
-,-,lead sb to a conclusion,-,C2,phrase,-
-,-,turn over a new leaf,IDIOM,C2,phrase,-
-,-,lean on sb,-,C2,phrasal verb,-
-,-,leap at sth,-,C2,phrasal verb,-
-,-,"leap into/out of/up, etc.",-,C2,phrase,-
-,-,by/in leaps and bounds,IDIOM,C2,phrase,-
-,-,not least,-,C2,phrase,-
-,-,not in the least,-,C2,phrase,-
-,-,leave someone to their own devices,IDIOM,C2,phrase,-
-,-,leave no stone unturned,-,C2,phrase,-
-,-,lend itself to sth ,-,C2,phrase,-
-,-,the length and breadth of sth,-,C2,phrase,-
-,-,at length,-,C2,phrase,-
-,-,(keep sb) at arm's length,IDIOM,C2,phrase,-
-,-,teach sb a lesson,-,C2,phrase,-
-,-,let go (of sb/sth),-,C2,phrase,people: actions
-,-,let go (of sth),-,C2,phrase,people: actions
-,-,let's face it,-,C2,phrase,-
-,-,let your guard down,IDIOM,C2,phrase,-
-,-,let your hair down,IDIOM,C2,phrase,-
-,-,let off steam,IDIOM,C2,phrase,-
-,-,be liable to do sth,-,C2,phrase,-
-,-,be at liberty to do sth,-,C2,phrase,-
-,-,a matter of life and/or death,-,C2,phrase,-
-,-,come to light,-,C2,phrase,-
-,-,shed light on,-,C2,phrase,-
-,-,bring sth to light,-,C2,phrase,-
-,-,make light of sth,-,C2,phrase,-
-,-,not do sth lightly,-,C2,phrase,-
-,-,like hell,-,C2,phrase,-
-,-,something like,-,C2,phrase,-
-,-,in all likelihood,-,C2,phrase,-
-,-,within limits,-,C2,phrase,-
-,-,off limits,-,C2,phrase,-
-,-,the upper limit,-,C2,phrase,-
-,-,(be) on the line,IDIOM,C2,phrase,work
-,-,the bottom line,IDIOM,C2,phrase,-
-,-,along the lines of sth,-,C2,phrase,-
-,-,draw the line (at sth),IDIOM,C2,phrase,-
-,-,be in line with sth,-,C2,phrase,-
-,-,(be) out of line,IDIOM,C2,phrase,-
-,-,"sb's line of reasoning/thinking, etc.",-,C2,phrase,-
-,-,toe the line,-,C2,phrase,-
-,-,read between the lines,IDIOM,C2,phrase,-
-,-,listen in,-,C2,phrasal verb,people: actions
-,-,little more/better,-,C2,phrase,-
-,-,live through sth,-,C2,phrasal verb,-
-,-,long before,-,C2,phrase,-
-,-,long for sth; long to do sth,-,C2,phrase,-
-,-,be looking to do sth,-,C2,phrase,-
-,-,look ahead,-,C2,phrasal verb,-
-,-,look over sth or look sth over,-,C2,phrasal verb,people: actions
-,-,sb's looks,-,C2,phrase,people: appearance
-,-,loom large,-,C2,phrase,-
-,-,loosen up,-,C2,phrasal verb,-
-,-,lose count,-,C2,phrase,-
-,-,lose your cool,IDIOM,C2,phrase,-
-,-,lose face,IDIOM,C2,phrase,-
-,-,lose sight of sth,IDIOM,C2,phrase,-
-,-,lose heart,IDIOM,C2,phrase,-
-,-,lose sleep over something,IDIOM,C2,phrase,-
-,-,at a loss for words,-,C2,phrase,-
-,-,at a loss,-,C2,phrase,-
-,-,be lost for words,IDIOM,C2,phrase,-
-,-,a labour of love,IDIOM,C2,phrase,-
-,-,a stroke of luck,-,C2,phrase,-
-,-,bring a lump to your throat,IDIOM,C2,phrase,-
-,-,make light of sth,-,C2,phrase,-
-,-,make do (with),-,C2,phrase,-
-,-,make your blood run cold,IDIOM,C2,phrase,-
-,-,make allowances for sb/sth,-,C2,phrase,-
-,-,make your blood boil,IDIOM,C2,phrase,-
-,-,make sb's day,IDIOM,C2,phrase,-
-,-,"make a bad/good, etc. job of sth",IDIOM,C2,phrase,-
-,-,make a name for yourself,-,C2,phrase,-
-,-,make a nonsense of sth,-,C2,phrase,-
-,-,make waves,-,C2,phrase,-
-,-,make your way,-,C2,phrase,work
-,-,make a go of sth,-,C2,phrase,-
-,-,make way for sth,-,C2,phrase,-
-,-,make your presence felt,-,C2,phrase,-
-,-,make sth public,-,C2,phrase,communication
-,-,make sense of sth,-,C2,phrase,-
-,-,make a run for it,-,C2,phrase,-
-,-,make a splash,IDIOM,C2,phrase,-
-,-,make a start,-,C2,phrase,people: actions
-,-,make of sb/sth,-,C2,phrasal verb,-
-,-,"march off/up/down, etc.",-,C2,phrase,people: actions
-,-,margin of error,-,C2,phrase,-
-,-,leave/make your mark,IDIOM,C2,phrase,-
-,-,a mark of sth,-,C2,phrase,-
-,-,a gap in the market,-,C2,phrase,-
-,-,be no match for sb/sth,-,C2,phrase,-
-,-,strike a match,-,C2,phrase,-
-,-,be no laughing matter,-,C2,phrase,-
-,-,"a matter of confidence/luck/waiting, etc.",-,C2,phrase,-
-,-,a matter of life and/or death,-,C2,phrase,-
-,-,a matter of days/weeks/feet etc.,-,C2,phrase,-
-,-,be meant to do sth,-,C2,phrase,-
-,-,be meant to do sth,-,C2,phrase,-
-,-,mean well,-,C2,phrase,-
-,-,be no mean feat,-,C2,phrase,-
-,-,by all means,-,C2,phrase,-
-,-,a means to an end,-,C2,phrase,-
-,-,a measure of sth,-,C2,phrase,-
-,-,a stroll/trip/walk down memory lane,IDIOM,C2,phrase,-
-,-,in memory of sb,-,C2,phrase,-
-,-,be at the mercy of sb/sth ,-,C2,phrase,-
-,-,the merest,-,C2,phrase,-
-,-,burn the midnight oil,IDIOM,C2,phrase,-
-,-,blow your mind,IDIOM,C2,phrase,-
-,-,have sth on your mind,-,C2,phrase,-
-,-,spring to mind,-,C2,phrase,-
-,-,in your mind's eye,-,C2,phrase,-
-,-,speak your mind,-,C2,phrase,-
-,-,cast your mind back,-,C2,phrase,-
-,-,frame of mind,-,C2,phrase,people: personality
-,-,peace of mind,-,C2,phrase,-
-,-,presence of mind,-,C2,phrase,-
-,-,slip your mind,IDIOM,C2,phrase,-
-,-,mind your own business,-,C2,phrase,communication
-,-,mind you,-,C2,phrase,communication
-,-,in miniature,-,C2,phrase,-
-,-,the minute (that),-,C2,phrase,-
-,-,miss the boat,IDIOM,C2,phrase,-
-,-,be misunderstood,-,C2,phrase,-
-,-,the moment (that),-,C2,phrase,-
-,-,on the spur of the moment,IDIOM,C2,phrase,-
-,-,be in the mood for sth/to do sth,-,C2,phrase,-
-,-,morals,-,C2,phrase,-
-,-,go through the motions,IDIOM,C2,phrase,-
-,-,"mount a campaign/challenge/protest, etc.",-,C2,phrase,-
-,-,"mount sth on/to, etc.",-,C2,phrase,people: actions
-,-,mount up,-,C2,phrasal verb,-
-,-,get moving,-,C2,phrase,-
-,-,get a move on,-,C2,phrase,people: actions
-,-,not be up to much,-,C2,phrase,-
-,-,get sb/sth muddled up,-,C2,phrase,-
-,-,muddle sth up,-,C2,phrasal verb,people: actions
-,-,pull a muscle,-,C2,phrase,body and health
-,-,the naked eye,-,C2,phrase,-
-,-,in the name of sth,-,C2,phrase,-
-,-,make a name for yourself,-,C2,phrase,-
-,-,call sb names,-,C2,phrase,-
-,-,as the/its name implies,-,C2,phrase,-
-,-,you name it,-,C2,phrase,communication
-,-,a narrow escape,-,C2,phrase,-
-,-,narrow sth down,-,C2,phrasal verb,-
-,-,neck and neck,IDIOM,C2,phrase,-
-,-,There needs to be sth,-,C2,phrase,-
-,-,thread a needle,-,C2,phrase,people: actions
-,-,neglect to do sth,-,C2,phrase,-
-,-,hit/strike/touch a (raw) nerve,IDIOM,C2,phrase,communication
-,-,a nest egg,IDIOM,C2,phrase,-
-,-,turn over a new leaf,IDIOM,C2,phrase,-
-,-,break new ground,IDIOM,C2,phrase,-
-,-,be news to sb,IDIOM,C2,phrase,-
-,-,break the news to sb,-,C2,phrase,-
-,-,the next thing I knew,-,C2,phrase,communication
-,-,be on cloud nine,IDIOM,C2,phrase,-
-,-,be no mean feat,-,C2,phrase,-
-,-,"none too clean/clever/pleased, etc.",-,C2,phrase,-
-,-,"none the happier/poorer/wiser, etc.",-,C2,phrase,-
-,-,make a nonsense of sth,-,C2,phrase,-
-,-,poke/stick your nose into sth,IDIOM,C2,phrase,-
-,-,turn your nose up at sth,IDIOM,C2,phrase,-
-,-,under your nose,IDIOM,C2,phrase,-
-,-,not least,-,C2,phrase,-
-,-,not in the least,-,C2,phrase,-
-,-,sb/sth of note,-,C2,phrase,-
-,-,be nothing if not sth,-,C2,phrase,-
-,-,to say nothing of sth,-,C2,phrase,-
-,-,"nothing ventured, nothing gained",-,C2,phrase,-
-,-,hand/give in your notice,-,C2,phrase,work
-,-,get you nowhere,-,C2,phrase,-
-,-,on occasion(s),-,C2,phrase,-
-,-,a drop in the ocean,IDIOM,C2,phrase,-
-,-,the odd,-,C2,phrase,-
-,-,against all (the) odds,-,C2,phrase,-
-,-,odds and ends,-,C2,phrase,-
-,-,be at odds with sb/sth,IDIOM,C2,phrase,-
-,-,of your own accord,-,C2,phrase,-
-,-,off limits,-,C2,phrase,-
-,-,off the beaten track,IDIOM,C2,phrase,-
-,-,every so often,-,C2,phrase,-
-,-,burn the midnight oil,IDIOM,C2,phrase,-
-,-,have/carry sth on you,-,C2,phrase,-
-,-,be on the verge of sth/doing sth,-,C2,phrase,-
-,-,on no account; not on any account,-,C2,phrase,-
-,-,be on the brink of sth,-,C2,phrase,-
-,-,be on the cards,IDIOM,C2,phrase,-
-,-,on the dot,-,C2,phrase,-
-,-,be on cloud nine,IDIOM,C2,phrase,-
-,-,on occasion(s),-,C2,phrase,-
-,-,be on the verge of sth/doing sth,-,C2,phrase,-
-,-,be on the same wavelength,IDIOM,C2,phrase,-
-,-,(be) on the line,IDIOM,C2,phrase,work
-,-,be on edge,-,C2,phrase,people: personality
-,-,on the face of it,IDIOM,C2,phrase,-
-,-,be on (your) guard,IDIOM,C2,phrase,-
-,-,be on (good) form,-,C2,phrase,-
-,-,on impulse,-,C2,phrase,-
-,-,on the part of sb; on sb's part,-,C2,phrase,-
-,-,on hand or to hand,-,C2,phrase,-
-,-,on the side,-,C2,phrase,-
-,-,on principle,-,C2,phrase,-
-,-,on the spur of the moment,IDIOM,C2,phrase,-
-,-,on the spot,IDIOM,C2,phrase,-
-,-,on the threshold of sth,-,C2,phrase,-
-,-,once and for all,-,C2,phrase,-
-,-,(all) in one,-,C2,phrase,-
-,-,one of a kind,-,C2,phrase,-
-,-,be only human,-,C2,phrase,people: personality
-,-,only so much/many,-,C2,phrase,-
-,-,"from the 1870s/March/6.30 pm, etc. onwards",-,C2,phrase,-
-,-,"open to abuse/criticism, etc.",-,C2,phrase,-
-,-,keep your eyes open (for sb/sth),IDIOM,C2,phrase,-
-,-,open your heart,IDIOM,C2,phrase,-
-,-,open up,-,C2,phrasal verb,people: personality
-,-,in my humble opinion,-,C2,phrase,-
-,-,as opposed to,-,C2,phrase,-
-,-,or else,-,C2,phrase,-
-,-,economic/political/social order,-,C2,phrase,-
-,-,law and order,-,C2,phrase,-
-,-,out of the ordinary,-,C2,phrase,describing things
-,-,"originate from/in/with, etc.",-,C2,phrase,-
-,-,"every other day/week, etc.",-,C2,phrase,-
-,-,down and out,IDIOM,C2,phrase,-
-,-,the ins and outs of sth,IDIOM,C2,phrase,-
-,-,out of a job,-,C2,phrase,work
-,-,out of your depth,IDIOM,C2,phrase,-
-,-,out of the ordinary,-,C2,phrase,describing things
-,-,be out of this world,-,C2,phrase,-
-,-,(be) out of line,IDIOM,C2,phrase,-
-,-,out of place,-,C2,phrase,-
-,-,get out of hand,IDIOM,C2,phrase,-
-,-,be out of the question,-,C2,phrase,-
-,-,out of place,-,C2,phrase,-
-,-,out of proportion,-,C2,phrase,describing things
-,-,out of season,-,C2,phrase,travel
-,-,out of shape,-,C2,phrase,body and health
-,-,be/get out of touch,-,C2,phrase,-
-,-,at/from the outset,-,C2,phrase,-
-,-,over the top,-,C2,phrase,describing things
-,-,get sth over (and done) with,-,C2,phrase,-
-,-,go overboard,-,C2,phrase,-
-,-,"be overcome by excitement/fear/sadness, etc.",-,C2,phrase,-
-,-,"overflow with confidence/happiness/love, etc.",-,C2,phrase,-
-,-,"owe your existence/success, etc. to sb/sth",-,C2,phrase,-
-,-,get your own back (on sb),IDIOM,C2,phrase,-
-,-,hold your own,IDIOM,C2,phrase,-
-,-,own up,-,C2,phrasal verb,communication
-,-,pace yourself,-,C2,phrase,-
-,-,"pace about/up and down, etc",-,C2,phrase,people: actions
-,-,a sharp pain,-,C2,phrase,body and health
-,-,part and parcel,IDIOM,C2,phrase,-
-,-,on the part of sb; on sb's part,-,C2,phrase,-
-,-,the best/better part of sth,-,C2,phrase,-
-,-,in part,-,C2,phrase,-
-,-,part and parcel,IDIOM,C2,phrase,-
-,-,a passport to sth,-,C2,phrase,-
-,-,"a bad/rough, etc. patch",-,C2,phrase,-
-,-,patch sth up,-,C2,phrasal verb,relationships
-,-,cross sb's path,IDIOM,C2,phrase,-
-,-,pay sb a compliment,-,C2,phrase,communication
-,-,pay the price,IDIOM,C2,phrase,-
-,-,pay tribute to sb/sth,-,C2,phrase,communication
-,-,peace of mind,-,C2,phrase,-
-,-,peculiar to sb/sth,-,C2,phrase,-
-,-,keep your eyes peeled (for sb/sth),IDIOM,C2,phrase,-
-,-,"peep at/through/out, etc.",-,C2,phrase,-
