num,word_b,word_a
00001023,collar,collar
00001024,colleague,colleague
00001025,collect,collect
00001026,collection,collection
00001027,collector,collector
00001028,college,college
00001029,collocation,collocation
00001030,colon,colon
00001031,colour,colour
00001032,colourful,colourful
00001033,column,column
00001034,comb,comb
00001035,combat,combat
00001036,combination,combination
00001037,combine,combine
00001038,come,come
00001039,comeback,comeback
00001040,comedian,comedian
00001041,comedy,comedy
00001042,comfort,comfort
00001043,comfortable,comfortable
00001044,comfortably,comfortably
00001045,comforting,comforting
00001046,comic,comic
00001047,comma,comma
00001048,command,command
00001049,commander,commander
00001050,commemorate,commemorate
00001051,commence,commence
00001052,comment,comment
00001053,commerce,commerce
00001054,commercial,commercial
00001055,commit,commit
00001056,commitment,commitment
00001057,committed,committed
00001058,committee,committee
00001059,commodity,commodity
00001060,common,common
00001061,common sense,common sense
00001062,commonly,commonly
00001063,communicate,communicate
00001064,communication,communication
00001065,communicative,communicative
00001066,community,community
00001067,commute,commute
00001068,companion,companion
00001069,company,company
00001070,comparable,comparable
00001071,comparative,comparative
00001072,compare,compare
00001073,comparison,comparison
00001074,compatible,compatible
00001075,compensate,compensate
00001076,compete,compete
00001077,competence,competence
00001078,competent,competent
00001079,competition,competition
00001080,competitive,competitive
00001081,competitor,competitor
00001082,compile,compile
00001083,complain,complain
00001084,complaint,complaint
00001085,complete,complete
00001086,completely,completely
00001087,completion,completion
00001088,complex,complex
00001089,complexion,complexion
00001090,complexity,complexity
00001091,complicate,complicate
00001092,complicated,complicated
00001093,complication,complication
00001094,compliment,compliment
00001095,complimentary,complimentary
00001096,comply,comply
00001097,component,component
00001098,compose,compose
00001099,composer,composer
00001100,composition,composition
00001101,comprehensive,comprehensive
00001102,comprehensively,comprehensively
00001103,comprise,comprise
00001104,compromise,compromise
00001105,compulsive,compulsive
00001106,compulsory,compulsory
00001107,computer,computer
00001108,conceal,conceal
00001109,concede,concede
00001110,conceited,conceited
00001111,conceive,conceive
00001112,concentrate,concentrate
00001113,concentration,concentration
00001114,concept,concept
00001115,conception,conception
00001116,concern,concern
00001117,concerned,concerned
00001118,concerning,concerning
00001119,concert,concert
00001120,concession,concession
00001121,conclude,conclude
00001122,conclusion,conclusion
00001123,conclusive,conclusive
00001124,conclusively,conclusively
00001125,concrete,concrete
00001126,condemn,condemn
00001127,condition,condition
00001128,conduct,conduct
00001129,conductor,conductor
00001130,conference,conference
00001131,confess,confess
00001132,confession,confession
00001133,confidence,confidence
00001134,confident,confident
00001135,confidential,confidential
00001136,confidently,confidently
00001137,confine,confine
00001138,confirm,confirm
00001139,confirmation,confirmation
00001140,conflict,conflict
00001141,confront,confront
00001142,confrontation,confrontation
00001143,confuse,confuse
00001144,confused,confused
00001145,confusing,confusing
00001146,confusion,confusion
00001147,congestion,congestion
00001148,congratulate,congratulate
00001149,congratulations,congratulations
00001150,conjunction,conjunction
00001151,connect,connect
00001152,connection,connection
00001153,conquer,conquer
00001154,conscience,conscience
00001155,conscientious,conscientious
00001156,conscious,conscious
00001157,consciousness,consciousness
00001158,consecutive,consecutive
00001159,consensus,consensus
00001160,consent,consent
00001161,consequence,consequence
00001162,consequently,consequently
00001163,conservation,conservation
00001164,conservative,conservative
00001165,consider,consider
00001166,considerable,considerable
00001167,considerably,considerably
00001168,considerate,considerate
00001169,consideration,consideration
00001170,considering,considering
00001171,consistent,consistent
00001172,consistently,consistently
00001173,consonant,consonant
00001174,constant,constant
00001175,constantly,constantly
00001176,constitute,constitute
00001177,constitution,constitution
00001178,constitutional,constitutional
00001179,constrain,constrain
00001180,constraint,constraint
00001181,construct,construct
00001182,construction,construction
00001183,constructive,constructive
00001184,consult,consult
00001185,consultant,consultant
00001186,consultation,consultation
00001187,consume,consume
00001188,consumer,consumer
00001189,consumption,consumption
00001190,contact,contact
00001191,contain,contain
00001192,container,container
00001193,contemplate,contemplate
00001194,contemporary,contemporary
00001195,contempt,contempt
00001196,content,content
00001197,contents,contents
00001198,contest,contest
00001199,contestant,contestant
00001200,context,context
00001201,continent,continent
00001202,continental,continental
00001203,continual,continual
00001204,continually,continually
00001205,continue,continue
00001206,continuity,continuity
00001207,continuous,continuous
00001208,continuously,continuously
00001209,contraception,contraception
00001210,contraceptive,contraceptive
00001211,contract,contract
00001212,contradict,contradict
00001213,contradiction,contradiction
00001214,contradictory,contradictory
00001215,contrary,contrary
00001216,contrast,contrast
00001217,contribute,contribute
00001218,contribution,contribution
00001219,control,control
00001220,controversial,controversial
00001221,controversy,controversy
00001222,convenience,convenience
00001223,convenient,convenient
00001224,conveniently,conveniently
00001225,convention,convention
00001226,conventional,conventional
00001227,conversation,conversation
00001228,conversion,conversion
00001229,convert,convert
00001230,convey,convey
00001231,convict,convict
00001232,conviction,conviction
00001233,convince,convince
00001234,convinced,convinced
